Filial;Data Pedido;Loja Sap;Sigla;Nº documento;Pacote;Onda;SeqLiberacao;Volume;Visitas;Perfil;QtdRuptura;%Ruptura;N° Novo Pacote;Data Liberação;Hora Liberação;Liberado por:;Pendência;Status;Data Finalização;Lead Time;Obs:
1922;13/05/2025;1020;CF;310000178913;34581;1;2;10;1;10,0;;;34581;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1020;CF;310000178893;34114;1;2;52;5;10,4;;;34114;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1020;CF;310000178931;34114;1;2;292;53;5,5;;;34114;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1020;CF;310000178931;34591;1;2;1;1;1,0;;;34591;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1020;CF;310000178931;35376;1;2;1;1;1,0;;;35376;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1020;CF;310000178931;35377;1;2;226;217;1,0;;;35377;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1020;CF;310000179346;34264;1;2;27;4;6,8;;;34264;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1020;CF;310000179472;34264;1;2;9;3;3,0;;;34264;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1020;CF;310000179613;34264;1;2;10;1;10,0;;;34264;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1020;CF;310000180412;34114;1;2;137;41;3,3;;;34114;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1020;CF;310000180412;35231;1;2;21;20;1,1;;;35231;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1020;CF;310000180912;34114;1;2;581;97;6,0;;;34114;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1020;CF;310000180912;34766;1;2;1;1;1,0;;;34766;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1020;CF;310000180912;35231;1;2;488;444;1,1;;;35231;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1020;CF;310000181033;35230;1;2;1;1;1,0;;;35230;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1020;CF;310000181224;35013;1;2;15;3;5,0;;;35013;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1020;CF;310000181224;35230;1;2;4;4;1,0;;;35230;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1020;CF;310000181264;35230;1;2;2;2;1,0;;;35230;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1007;ID;310000176195;33468;1;3;9;5;1,8;;;33468;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;12/05/2025;1007;ID;310000177355;33639;1;3;8;4;2,0;;;33639;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;12/05/2025;1007;ID;310000177355;34140;1;3;8;1;8,0;;;34140;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1007;ID;310000178200;33895;1;3;65;8;8,1;;;33895;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1007;ID;310000178200;34182;1;3;8;1;8,0;;;34182;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1007;ID;310000178200;35361;1;3;78;71;1,1;;;35361;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1007;ID;310000178716;34624;1;3;2;1;2,0;;;34624;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1007;ID;310000178716;35361;1;3;1;1;1,0;;;35361;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1007;ID;310000178752;34625;1;3;10;1;10,0;;;34625;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1007;ID;310000178929;34106;1;3;123;39;3,2;;;34106;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1007;ID;310000178929;34626;1;3;1;1;1,0;;;34626;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1007;ID;310000178929;35361;1;3;90;90;1,0;;;35361;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1007;ID;310000179094;34094;1;3;19;2;9,5;;;34094;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1007;ID;310000179094;34538;1;3;1;1;1,0;;;34538;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1007;ID;310000179657;34094;1;3;71;13;5,5;;;34094;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1007;ID;310000179657;35361;1;3;2;2;1,0;;;35361;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1007;ID;310000179792;34094;1;3;2;1;2,0;;;34094;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1007;ID;310000179792;34505;1;3;295;55;5,4;;;34505;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1007;ID;310000179792;34919;1;3;6;1;6,0;;;34919;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1007;ID;310000179792;35150;1;3;11;11;1,0;;;35150;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1007;ID;310000179792;35153;1;3;236;223;1,1;;;35153;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1007;ID;310000179792;35450;1;3;13;13;1,0;;;35450;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1007;ID;310000180347;34520;1;3;146;44;3,3;;;34520;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1007;ID;310000180347;35150;1;3;12;12;1,0;;;35150;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1007;ID;310000180642;34747;1;3;550;99;5,6;;;34747;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1007;ID;310000180642;34748;1;3;29;8;3,6;;;34748;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1007;ID;310000180642;35150;1;3;36;36;1,0;;;35150;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1007;ID;310000180642;35158;1;3;247;220;1,1;;;35158;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1007;ID;310000181223;34975;1;3;33;4;8,3;;;34975;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1007;ID;310000181223;35150;1;3;3;3;1,0;;;35150;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1007;ID;310000181419;34748;1;3;16;3;5,3;;;34748;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1007;ID;310000181419;35150;1;3;3;3;1,0;;;35150;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1007;ID;310000181419;35158;1;3;1;1;1,0;;;35158;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;12/05/2025;1923;CDD;310000177593;35332;1;4;17;17;1,0;;;35332;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1923;CDD;310000180385;35332;1;4;20;20;1,0;;;35332;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1923;CDD;310000180583;33901;1;4;70;1;70,0;;;33901;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1003;JN;310000176318;33374;1;5;33;11;3,0;;;33374;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1003;JN;310000176318;35359;1;5;1;1;1,0;;;35359;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1003;JN;310000176830;34111;1;5;45;4;11,3;;;34111;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1003;JN;310000176830;34610;1;5;15;1;15,0;;;34610;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1003;JN;310000176947;34111;1;5;5;1;5,0;;;34111;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;12/05/2025;1003;JN;310000177353;33839;1;5;88;24;3,7;;;33839;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;12/05/2025;1003;JN;310000177353;34145;1;5;11;3;3,7;;;34145;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;12/05/2025;1003;JN;310000177353;35359;1;5;21;21;1,0;;;35359;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1003;JN;310000177899;33903;1;5;110;20;5,5;;;33903;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1003;JN;310000177899;35360;1;5;196;142;1,4;;;35360;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1003;JN;310000178801;35359;1;5;2;1;2,0;;;35359;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1003;JN;310000178853;33903;1;5;208;49;4,2;;;33903;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1003;JN;310000178853;34214;1;5;4;2;2,0;;;34214;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1003;JN;310000178853;34612;1;5;1;1;1,0;;;34612;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1003;JN;310000178853;34924;1;5;2;1;2,0;;;34924;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1003;JN;310000178853;35359;1;5;2;2;1,0;;;35359;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1003;JN;310000178853;35360;1;5;169;165;1,0;;;35360;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1003;JN;310000178888;33903;1;5;48;5;9,6;;;33903;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1003;JN;310000179344;34111;1;5;11;2;5,5;;;34111;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1003;JN;310000179344;34533;1;5;14;1;14,0;;;34533;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1003;JN;310000179727;34111;1;5;32;3;10,7;;;34111;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1003;JN;310000179914;33903;1;5;232;45;5,2;;;33903;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1003;JN;310000179914;34534;1;5;2;1;2,0;;;34534;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1003;JN;310000179914;34613;1;5;1;1;1,0;;;34613;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1003;JN;310000179914;35128;1;5;197;163;1,2;;;35128;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1003;JN;310000180343;33903;1;5;111;32;3,5;;;33903;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1003;JN;310000180343;35128;1;5;14;14;1,0;;;35128;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1003;JN;310000180674;35128;1;5;40;1;40,0;;;35128;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1003;JN;310000180823;33903;1;5;457;108;4,2;;;33903;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1003;JN;310000180823;35128;1;5;211;211;1,0;;;35128;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1003;JN;310000181000;34969;1;5;4;1;4,0;;;34969;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1003;JN;310000181000;35126;1;5;2;2;1,0;;;35126;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1003;JN;310000181308;34969;1;5;22;4;5,5;;;34969;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1003;JN;310000181308;35126;1;5;5;3;1,7;;;35126;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1003;JN;310000181365;34969;1;5;53;7;7,6;;;34969;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1003;JN;310000181365;35126;1;5;3;3;1,0;;;35126;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1011;CP;310000176426;33286;1;6;22;7;3,1;;;33286;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1011;CP;310000176426;33916;1;6;15;2;7,5;;;33916;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;12/05/2025;1011;CP;310000177356;33851;1;6;16;5;3,2;;;33851;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1011;CP;310000177975;33896;1;6;135;31;4,4;;;33896;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1011;CP;310000177975;35365;1;6;121;121;1,0;;;35365;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1011;CP;310000178823;34638;1;6;9;1;9,0;;;34638;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1011;CP;310000178689;33896;1;6;209;50;4,2;;;33896;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1011;CP;310000178689;34220;1;6;20;4;5,0;;;34220;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1011;CP;310000178689;34639;1;6;1;1;1,0;;;34639;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1011;CP;310000178689;34876;1;6;2;1;2,0;;;34876;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1011;CP;310000178689;35365;1;6;118;118;1,0;;;35365;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1011;CP;310000178689;35471;1;6;39;39;1,0;;;35471;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1011;CP;310000178969;33896;1;6;18;2;9,0;;;33896;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1011;CP;310000179259;33916;1;6;16;3;5,3;;;33916;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1011;CP;310000179259;34542;1;6;11;1;11,0;;;34542;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1011;CP;310000179398;33916;1;6;24;1;24,0;;;33916;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1011;CP;310000179468;33916;1;6;72;9;8,0;;;33916;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1011;CP;310000179468;35365;1;6;2;2;1,0;;;35365;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1011;CP;310000179830;33896;1;6;222;44;5,0;;;33896;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1011;CP;310000179830;34641;1;6;6;1;6,0;;;34641;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1011;CP;310000179830;35179;1;6;187;187;1,0;;;35179;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1011;CP;310000180542;33896;1;6;148;44;3,4;;;33896;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1011;CP;310000180542;35179;1;6;8;8;1,0;;;35179;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1011;CP;310000180825;33896;1;6;555;121;4,6;;;33896;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1011;CP;310000180825;35179;1;6;277;275;1,0;;;35179;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1011;CP;310000181047;33896;1;6;13;2;6,5;;;33896;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1011;CP;310000181047;35179;1;6;1;1;1,0;;;35179;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1011;CP;310000181173;34980;1;6;7;2;3,5;;;34980;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1011;CP;310000181173;35179;1;6;1;1;1,0;;;35179;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;19/05/2025;1003;JN;310000182137;35574;1;1;353;10;35,3;;;35574;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;PALETIZADO
1922;19/05/2025;1003;JN;310000182137;35575;1;1;568;5;113,6;;;35575;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;PALETIZADO
1922;19/05/2025;1003;JN;310000182165;35575;1;1;922;9;102,4;;;35575;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;PALETIZADO
1922;19/05/2025;1007;ID;310000182209;35576;1;2;875;14;62,5;;;35576;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;PALETIZADO
1922;19/05/2025;1007;ID;310000182238;35435;1;2;907;5;181,4;;;35435;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;PALETIZADO
1922;19/05/2025;1007;ID;310000182238;35576;1;2;140;4;35,0;;;35576;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;PALETIZADO
1922;19/05/2025;1020;CF;310000182210;35573;1;3;1198;14;85,6;;;35573;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;PALETIZADO
1922;19/05/2025;1020;CF;310000182210;35577;1;3;33;1;33,0;;;35577;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;PALETIZADO
1922;19/05/2025;1020;CF;310000182240;35577;1;3;954;8;119,3;;;35577;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;PALETIZADO
1922;19/05/2025;1037;ID;310000181961;35578;1;4;896;16;56,0;;;35578;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;PALETIZADO
1922;19/05/2025;1037;ID;310000182172;35578;1;4;654;8;81,8;;;35578;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;PALETIZADO
1922;19/05/2025;1011;CP;310000182058;35426;1;5;428;3;142,7;;;35426;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;PALETIZADO
1922;19/05/2025;1011;CP;310000182058;35580;1;5;564;11;51,3;;;35580;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;PALETIZADO
1922;19/05/2025;1011;CP;310000182166;35426;1;5;962;6;160,3;;;35426;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;PALETIZADO
1922;19/05/2025;1011;CP;310000182166;35580;1;5;20;3;6,7;;;35580;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;PALETIZADO
1922;16/05/2025;1023;AG;310000180829;35251;1;18;24;22;1,1;20,0;0,9;35251;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1023;AG;310000179832;35252;1;18;18;18;1,0;15,0;0,8;35252;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1023;AG;310000180171;33869;1;18;5;1;5,0;0,0;0,0;33869;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1023;AG;310000181211;35252;1;18;1;1;1,0;1,0;1,0;35252;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1023;AG;310000180829;33869;1;18;21;9;2,3;8,0;0,9;33869;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;20/05/2025;1023;AG;310000182334;35432;1;18;1;1;1,0;1,0;1,0;35432;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;13/05/2025;1023;AG;310000177979;33869;1;18;8;4;2,0;3,0;0,8;33869;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;13/05/2025;1023;AG;310000177979;35380;1;18;6;6;1,0;6,0;1,0;35380;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1023;AG;310000181126;35014;1;18;7;2;3,5;0,0;0,0;35014;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;13/05/2025;1023;AG;310000178645;34203;1;18;12;1;12,0;0,0;0,0;34203;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;12/05/2025;1023;AG;310000177656;33869;1;18;33;8;4,1;3,0;0,4;33869;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1023;AG;310000180565;33869;1;18;17;6;2,8;6,0;1,0;33869;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;14/05/2025;1023;AG;310000179537;34271;1;18;15;1;15,0;1,0;1,0;34271;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;14/05/2025;1023;AG;310000179735;34271;1;18;30;2;15,0;1,0;0,5;34271;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;14/05/2025;1023;AG;310000179262;34271;1;18;10;1;10,0;1,0;1,0;34271;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1023;AG;310000179832;34271;1;18;4;1;4,0;1,0;1,0;34271;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;20/05/2025;1023;AG;310000182334;35482;1;18;1;1;1,0;1,0;1,0;35482;24/05/2025;09:30:00;Cauê;23;2200%;;-39259;
1922;16/05/2025;1023;AG;310000181126;35252;1;18;1;1;1,0;0,0;0,0;35252;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;21/05/2025;1023;AG;310000183619;35719;1;18;1;1;1,0;1,0;1,0;35719;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1014;BM;310000181261;35197;1;4;1;1;1,0;0,0;0,0;35197;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1014;BM;310000180827;33889;1;4;49;9;5,4;4,0;0,4;33889;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1014;BM;310000179831;33889;1;4;18;3;6,0;3,0;1,0;33889;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1014;BM;310000180411;33889;1;4;3;1;3,0;1,0;1,0;33889;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;13/05/2025;1014;BM;310000178067;33889;1;4;10;3;3,3;2,0;0,7;33889;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1014;BM;310000181311;35010;1;4;23;2;11,5;0,0;0,0;35010;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1014;BM;310000180827;35197;1;4;18;18;1,0;12,0;0,7;35197;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;13/05/2025;1014;BM;310000178067;35367;1;4;3;3;1,0;3,0;1,0;35367;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;14/05/2025;1014;BM;310000178854;35367;1;4;5;5;1,0;5,0;1,0;35367;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;21/05/2025;1014;BM;310000182995;35589;1;4;205;72;2,8;55,0;0,8;35589;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1014;BM;310000179831;35197;1;4;19;19;1,0;16,0;0,8;35197;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;14/05/2025;1014;BM;310000178854;33889;2;4;27;4;6,8;2,0;0,5;33889;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;21/05/2025;1020;CF;310000183558;35912;1;15;20;1;20,0;0,0;0,0;35912;24/05/2025;09:30:00;Cauê;31;55%;;-39259;
1922;16/05/2025;1020;CF;310000181224;35230;1;15;2;2;1,0;0,0;0,0;35230;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;21/05/2025;1020;CF;310000183087;35913;1;15;1;1;1,0;1,0;1,0;35913;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1020;CF;310000181264;35230;1;15;1;1;1,0;0,0;0,0;35230;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;21/05/2025;1020;CF;310000183087;35912;1;15;334;166;2,0;145,0;0,9;35912;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1020;CF;310000180912;35231;1;15;56;45;1,2;41,0;0,9;35231;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;21/05/2025;1013;CJ;310000182898;35599;1;6;217;82;2,6;67,0;0,8;35599;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1013;CJ;310000180909;33852;2;6;10;4;2,5;4,0;1,0;33852;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;21/05/2025;1011;CP;310000183627;35588;1;16;70;1;70,0;0,0;0,0;35588;24/05/2025;09:30:00;Cauê;43;39%;;-39259;
1922;21/05/2025;1011;CP;310000182994;36068;1;16;56;1;56,0;0,0;0,0;36068;24/05/2025;09:30:00;Cauê;2;96%;;-39259;
1922;21/05/2025;1011;CP;310000182994;35588;1;16;254;95;2,7;80,0;0,8;35588;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1034;CS;310000179796;35284;1;32;13;6;2,2;5,0;0,8;35284;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1034;CS;310000181129;35284;1;32;2;2;1,0;0,0;0,0;35284;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;20/05/2025;1034;CS;310000182336;35418;1;32;4;4;1,0;4,0;1,0;35418;24/05/2025;09:30:00;Cauê;127;3075%;;-39259;
1922;15/05/2025;1034;CS;310000179796;35291;1;32;5;5;1,0;5,0;1,0;35291;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1034;CS;310000180726;35293;1;32;32;30;1,1;25,0;0,8;35293;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;14/05/2025;1034;CS;310000179485;35395;1;32;5;5;1,0;3,0;0,6;35395;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;13/05/2025;1034;CS;310000177983;35396;1;32;4;4;1,0;4,0;1,0;35396;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1034;CS;310000180176;35293;1;32;1;1;1,0;1,0;1,0;35293;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
